premise,hypothesis,label,o_index,id
a shoeless woman is standing over a blanket near a lavender umbrella,the man is sitting outside under a purple umbrella,neutral,3350,6302
a shoeless woman is sitting on a blanket under a lavender umbrella,the man is sitting outside under a purple umbrella,neutral,3351,6305
the woman is playing with two young boys at a park,a woman is playing with two young boys at a park,entailment,3352,6306
a woman is playing with two young boys at a park,there is no woman playing with two young boys at a park,contradiction,3353,6307
a lady is standing near three children,a woman is standing near three children,entailment,3354,6308
a woman is standing near three children,there is no woman standing near three children,contradiction,3355,6309
a woman is playing with two young boys at a park,a lady is standing near three children,neutral,3356,6310
there is no woman standing near three children,a woman is playing with two young boys at a park,neutral,3357,6311
a woman is standing near three children,there is no woman playing with two young boys at a park,neutral,3358,6313
a yellow dog is stopping on white snow on a sunny day,a yellow dog is running on white snow on a sunny day,contradiction,3359,6316
a tan dog is running through the snow,a dog which is tan is running through the snow,entailment,3360,6317
a tan dog is resting in the snow,a tan dog is running through the snow,neutral,3361,6318
a yellow dog is running on white snow on a sunny day,a dog which is tan is running through the snow,entailment,3362,6319
a yellow dog is running on white snow on a very sunny day,a tan dog is running through the snow,neutral,3363,6321
a girl is wearing jeans and a pink shirt and is running,a girl is running with a pink shirt and is not wearing jeans,neutral,3364,6326
the little girl in a pink shirt is running under a tree in the desert,a little girl in a pink shirt is running under a tree in the desert,entailment,3365,6327
the little girl in a pink shirt is running under a tree in the desert,a girl is running with a pink shirt and is not wearing jeans,neutral,3366,6333
a girl is wearing jeans and a pink shirt and is running,the little girl in a pink shirt is running under a tree in the desert,neutral,3367,6334
the white dog wearing reindeer ears is close to a brown dog,the white dog wearing reindeer ears is near a brown dog,entailment,3368,6335
the white dog wearing reindeer ears is near a brown dog,the white dog is not wearing reindeer ears and isnt near a brown dog,contradiction,3369,6336
the white reindeer wearing dog ears is near a brown reindeer,the white dog wearing reindeer ears is near a brown dog,neutral,3370,6337
a white dog is wearing a christmas reindeer headband and is playing with a brown dog in the grass,a white dog is wearing a christmas reindeer headband and is playing with a dog with a brown coat in the grass,entailment,3371,6338
the white dog wearing reindeer ears is close to a brown dog,a white dog is wearing a christmas reindeer headband and is playing with a brown dog in the grass,neutral,3372,6342
a white dog is wearing a christmas reindeer headband and is playing with a brown dog in the grass,the white dog wearing reindeer ears is near a brown dog,entailment,3373,6345
a child who is young is riding a bike on a rough dirt path,a young child is riding a bike on a rough dirt path,entailment,3374,6346
a young child is walking with a bike on a rough dirt path,a young child is riding a bike on a rough dirt path,neutral,3375,6347
the young boy is riding a dirt bike through the mud,a young boy is riding a dirt bike through the mud,entailment,3376,6348
a young boy is riding a dirt bike through the mud,there is no young boy riding a dirt bike through the mud,contradiction,3377,6349
a young child is riding a bike on a rough dirt path,the young boy is riding a dirt bike through the mud,neutral,3378,6350
a young child is walking with a bike on a rough dirt path,a young boy is riding a dirt bike through the mud,neutral,3379,6353
the woman in a red costume is leaning against a wall made of bricks and playing an instrument,the woman in a red costume is leaning against a brick wall and playing an instrument,entailment,3380,6357
the woman in a red costume is leaning against a wall made of bricks and playing an instrument,a woman in a red dress is playing an instrument,entailment,3381,6359
the woman in a red costume is not leaning against a brick wall and is not playing an instrument,a woman in a red dress is playing an instrument,neutral,3382,6360
a woman in a red dress is putting away an instrument,the woman in a red costume is leaning against a brick wall and playing an instrument,neutral,3383,6362
a woman in a red dress is playing an instrument,the woman in a red costume is leaning against a brick wall and playing an instrument,neutral,3384,6363
a young child is wearing a white coat and playing a game,a child who is young is wearing a white coat and playing a game,entailment,3385,6366
a young gamer is playing with a child wearing a white coat,a young child is wearing a white coat and playing a game,neutral,3386,6368
the child is playing with toys outdoors,there is no young child wearing a white coat and playing a game,contradiction,3387,6370
the child is delightedly playing with toys outdoors,a young child is wearing a white coat and playing a game,neutral,3388,6372
a young child is wearing a white coat and playing a game,the child is playing with toys indoors,neutral,3389,6373
the man is wearing a wetsuit and is riding a surfboard,the person is wearing a wetsuit and is riding a surfboard,entailment,3390,6375
a surfer is leaning on a surfboard,the surfer is leaning on a surfboard,entailment,3391,6377
there is no surfer leaning on a surfboard,the man is wearing a wetsuit and is riding a surfboard,neutral,3392,6381
a surfer is leaning the surfboard against a wall,the man is wearing a wetsuit and is riding a surfboard,neutral,3393,6382
the man is wearing a wetsuit and is riding a surfboard,a surfer is leaning on a surfboard,neutral,3394,6385
a waterfall is flowing calmly into a shallow pool,a waterfall is flowing into a shallow pool,entailment,3395,6386
a waterfall is flowing out of a shallow pool,a waterfall is flowing into a shallow pool,neutral,3396,6387
a waterfall is flowing into a shallow pool,the people are walking on the road beside a waterfall which is beautiful,neutral,3397,6390
the people are walking on the road beside a beautiful waterfall,a waterfall is flowing calmly into a shallow pool,neutral,3398,6392
a dog is herding a group of white sheep on a dusty farm,a dog is herding a pack of white sheep on a dusty farm,entailment,3399,6395
a sheepdog is grouping a herd of sheep,the sheepdog is grouping a herd of sheep,entailment,3400,6397
a sheepdog is grouping a herd of sheep,a dog is scattering a pack of white sheep on a dusty farm,neutral,3401,6402
the male who is dark skinned is standing on one hand in front of a yellow building,the dark skinned male is standing on one hand in front of a yellow building,entailment,3402,6404
the dark skinned male is standing on one hand in front of a yellow building,the dark skinned male is not standing on one hand in front of a yellow building,contradiction,3403,6405
a black man is skillfully break dancing on the pavement,a black man is break dancing on the pavement,entailment,3404,6407
the male who is dark skinned is standing on one hand in front of a yellow building,a black man is break dancing on the pavement,neutral,3405,6411
the dark skinned male is not standing on one hand in front of a yellow building,a black man is break dancing on the pavement,neutral,3406,6412
