pair_ID	sentence_AB	E_judgment
2182	four young men are standing still and a car is exploding behind them [SEP] four young men are exploding and a car is standing still behind them	2
2183	three small dogs are sniffing at something [SEP] butter is being chopped into a container by a adult male	2
2184	the ice hockey goalkeeper is wearing a yellow jersey and is defending the goal [SEP] a hockey player in a yellow jersey is guarding the goal	0
2185	the adult female is cracking two eggs into a glass bowl [SEP] a adult female is cracking an egg into a bowl	0
2186	a adult male is performing stunts on a green bike [SEP] a adult male is performing a fast one on a green bike	0
2187	a skier dressed in black is catching a tiny bit of air [SEP] a man is skiing down a snowy hill	2
2188	football players in red and white are jumping and hugging each other [SEP] a football player in a red and white uniform is being lifted by two teammates	2
2189	a adult male is playing an electronic keyboard [SEP] an electronic keyboard is being played by a adult male	0
2190	recruits are talking to an officer [SEP] an officer is talking to the recruits	2
2191	a infant is sitting [SEP] a infant is sneezing and scaring another infant	2
2192	a man is playing the drums [SEP] the drums are being played by a man	0
2193	someone is boiling okra in a pot [SEP] someone is cooking okra in a cooking pan	2
2194	a jet plane is not flying [SEP] a jet plane is flying	1
2195	a man in a blue jumpsuit is courageously performing a wheelie on a motorcycle [SEP] the man is getting off a motorcycle onto ground which is mostly barren	2
2196	a adult male is singing and playing the guitar [SEP] a adult male is singing a vocal and playing the guitar	0
2197	a keyboard is being played by a adult male [SEP] a adult male is playing a harp	2
2198	a shirtless man is escorting a horse that is pulling a carriage along a paved road [SEP] a shirtless man is leading a carriage that is being pulled by a horse	0
2199	a brown domestic dog is staring attentively at a brown and white domestic dog [SEP] the little domestic dog is dropping the bedchamber carpet slipper from its mouth	2
2200	a person is absently cutting mushrooms with a knife [SEP] a person is cutting some mushrooms	0
2201	a golden domestic dog is running through a field of tall grass [SEP] there is no brown domestic dog running through tall green grass	2
2202	the male child is cutting the grass by the kerb with pair of scissors [SEP] the male child is not cutting the grass by the kerb with pair of scissors	1
2203	people are dangling from straps and kicking at each other [SEP] nobody is dangling from straps and kicking at each other	1
2204	a man is emptying a container made of plastic completely [SEP] a man is emptying a container made of plastic	0
2205	a small boy in a green shirt is striping a sliding tube [SEP] a small boy in a striped shirt is sliding out of a green tube	2
2206	there is no football game participant in a purple jersey running with the ball for a touchdown [SEP] a football game participant is running past an functionary carrying a football game	2
2207	a man dressed in black is wearing inline skates and performing acrobatics on a rail [SEP] a man dressed in black is wearing inline skates and performing a trick on a rail	0
2208	a person is playing a trumpet [SEP] a man is passionately playing the guitar	2
2209	a adult male is speaking [SEP] there is no adult male speaking	1
2210	the white dogs are looking curiously at the black llama [SEP] a black sheep is standing near three white dogs	2
2211	a man is standing on a boat in front of the sunset near a flag [SEP] a man is on a boat in front of the sunset	0
2212	the kitty is eagerly drinking some milk from the bowl [SEP] one small kid is filling the cup with water	2
2213	the male who is dark skinned is standing on one hand in front of a yellow building [SEP] the dark skinned male is standing on one hand in front of a yellow building	0
2214	allium sativum is being chopped by a adult female [SEP] a adult female is chopping allium sativum	0
2215	some cheerleaders are taking a break [SEP] some cheerleaders are dancing	2
2216	a yellow true cat is chasing a ball [SEP] a yellow domestic dog is chasing a ball	2
2217	two men are not fighting [SEP] some men are fighting	2
2218	the man is pacing around a room [SEP] a man is sitting on the floor in a room and strumming a guitar	2
2219	a woman is painting a mans face [SEP] a woman is cleaning a mans face	2
2220	a snowboarder is doing a somerset over a hill of snowfall [SEP] somebody is jumping in the air on a board	2
2221	the woman is not slicing an onion with a knife [SEP] the woman is slicing an onion with a knife	1
2222	a man is walking in a city street [SEP] a woman is walking in a city street	2
2223	a potato is being peeled by a person [SEP] a person is frying some food	2
2224	a brown and white domestic dog is jumping over a red yellow and white hurdle [SEP] a brown and white domestic dog is passing under a red yellow and white hurdle	2
2225	a man is cutting a tomato [SEP] a woman is dancing near a fire	2
2226	an elephant is being ridden by a woman [SEP] a woman is opening a soda and drinking it	2
2227	three men are not staring at the big green hills in the distance [SEP] three men are looking into the distance	2
2228	a dog with golden fur is in the water [SEP] a dog with a golden coat is in the water	0
2229	a man is walking a woman through the woods [SEP] the man and woman are walking	0
2230	a man is squatting in brush and taking a photograph [SEP] there is no man squatting in brush and taking a photograph	1
2231	two people wearing helmets are riding over the yellow and white flowers [SEP] two people wearing helmets are driving over the yellow and white flowers	0
2232	two boys in white outfits and red protective gear are sparring on a mat [SEP] two children in white outfits and red protective gear are sparring on a mat	0
2233	child in swimming suits are playing in the pool [SEP] the child are wearing bathing suits and water is splashing around	2
2234	a white bird is swiftly taking off from the water [SEP] a white bird is landing swiftly in the water	2
2235	men are running a race [SEP] some racers are running down a path	2
2236	pedestrians and cars are moving through a traffic jam in the big city [SEP] a man is breaking wooden boards with his hand	2
2237	a surfboarder is riding the moving ridge [SEP] there is no adult male tying a shoe	2
2238	a group of people is on a beach [SEP] four people are walking on the beach	2
2239	a adult male is talking on the wireless [SEP] a adult male is spitting	2
2240	the adult male is denying an interview [SEP] the adult male is granting an interview	1
2241	the doctors are healing a adult male [SEP] the doctors are reviving a adult male	0
2242	a man dressed in black and white is holding up the tennis racket and is waiting for the ball [SEP] a racquet is being held by a tennis player in mid game	2
2243	the brown domestic dog is spotting a black domestic dog and is playing in the dry grass [SEP] a grey silky domestic dog is lying in the grass and a brown domestic dog is looking on	2
2244	a light brown dog is running in the water [SEP] a light brown dog is sprinting in the water	0
2245	a blond girl waves while she is riding [SEP] a lady is surfing and riding a wave	2
2246	four boys are kneeling next to each other in front of a ball [SEP] there are no boys kneeling next to each other in front of a ball	1
2247	a man is cutting a tree with an axe [SEP] a person is chopping down a tree with an axe	0
2248	a man is moving gracefully [SEP] a man is walking outside	2
2249	there is no young male child playing a air current instrument [SEP] a young male child is playing a air current instrument	1
2250	a woman in a bikini is pulling a dog on a leash at the beach [SEP] a woman is standing at the beach with an animal on a leash	2
2251	a motortruck is quickly going down a hill [SEP] some water is being casually drunk by a true cat	2
