premise,hypothesis,label,original_index
Shepherd dog catches tennis ball,This animal caught the toy!,entailment,163060
"Blond caucasian male in black t-shirt and cargo shorts, holding a professional digital camera, taking pictures.",A caucasion male takes pictures with a digital camera.,entailment,173980
Three boy teenagers and two female teenagers are making excited facial expressions.,Four teenagers are asleep.,contradiction,438138
Onlookers stand behind a metal barricade while an Asian man and a black man wearing a nun outfit and red tennis shoes run down the street.,People watch as two men run down the street.,entailment,389942
Skinny man with no shoes on eating barbecue ribs outside.,A guy is eating ribs and salad.,neutral,101437
"Children petting an animal, a clown is holding.",a clown named toodles participates in an outdoor event,neutral,210727
Orange and white hazard cones are resting on street tiles.,The cones are stacked in a truck.,contradiction,15267
People ascending and descending a steep set of stairs with a large nature formation in the background.,People are using the stairs.,entailment,15264
A modern picture of the mountain and its views.,A view of snowy mountains.,neutral,528996
There's four cheerleaders dancing at a basketball game.,Chearleaders are chanting for the home team to win.,neutral,484985
Skier skiing downhill,Someone is skiing downhill.,entailment,321611
Protesters fight for the children's rights.,People are assembled in protest.,entailment,212621
A Family going for a walk in a park.,The family is watching a movie at the theater.,contradiction,316350
"Kids, toddlers and women taking a bath and washing clothes, probably near a riverbed and one girl is carrying a container of water.",There are people bathing.,entailment,271209
Elder woman chases after her granddaughter in a restaurant.,Elder woman angrily chases after her granddaughter in a restaurant.,neutral,481266
Eight young people are sitting in a rough circle in the grass at the bottom of a slight incline with three trees in the background.,Eight young people are trying to enjoy their last day of spring break.,neutral,290994
Raining outside and three black umbrellas and one yellow and pink umbrella.,The umbrellas all belong to different people.,neutral,150643
Soldiers and civilians sitting at dining table.,The people are not standing.,entailment,455407
Construction masons at work laying concrete blocks on a multistory building.,The masons are demolishing the building,contradiction,472380
"Two teens are near a fast food booth painted blue, while standing on a tiled street.",Two teen stand side by side near a blue booth outside.,entailment,351798
"Graphics Designer, male (approximately 38 years old) drafting on design table in office.",A graphic designer works at his table.,entailment,500890
Farmers line up and tend to their cattle.,Farmers tending to their animals.,entailment,540192
Pale people dressed in swimwear mill around a wooden sweat lodge in the middle of a forested area.,The people are sweating.,entailment,344578
A river guide boat gently going down a river past a house.,A guide boat is showing customers a celebrity's house.,neutral,530630
People surfing and attempting to surf in the ocean on a big wave.,People are building a sandcastle near the ocean,contradiction,66647
A lead choir singer with the rest of the choir singing in the background of a concert hall.,A singing group is performing acapella style,neutral,53213
"Swimmer in a red bathing suit, white cap, and blue goggles emerging from the water",The swimmer is drying off in the locker room after the long swim practice.,contradiction,172160
A television crew films an interview with an older couple in winter coats.,The interview is in Hawaii.,contradiction,479703
a worker is trying to move a large tree limb into the tree shredder wearing an orange hard hat and a orange shirt.,A person is working outdoors.,entailment,243479
man standing against blue wall with shirt on head,man standing against blue wall,neutral,13327
A husky dog wearing the gear to pull a sled.,A dog escapes from his sled pulling job.,neutral,108492
steve jobs sits next to bill gates in red chairs.,Steve Jobs and Bill Gates sit next to each other in red chairs.,entailment,115920
Red wall filled with graffiti.,The wall is colorful,entailment,309886
Do these picketers really believe in what they are protesting?,There are people staging a protest.,entailment,56038
Children sled and a dog plays on a snowy hill.,THe children are siblings.,neutral,102633
Umpire brushes off home plate.,It is the bottom of the ninth inning.,neutral,469293
Number 15 football player is about to throw the ball to his teammate.,The player is going to throw the football.,entailment,497582
Person jumping bicycle off cliff beside building on hill,Someone is walking their dog by the fairgrounds.,contradiction,443139
An Irish Band plays down a road somewhere.,The band is playing music,entailment,543579
Many girls holding strings attached to a maypole.,The maypole dance was fun.,contradiction,355354
"A formal event in a ballroom with one couple dancing, and many people sitting around tables.",the tables had a white cover over them,neutral,23600
One army man doing some push ups while another one is kneeling right next to him.,The army man is actually a woman.,contradiction,133080
Men shoveling snow on a sidewalk in a city.,Men are removing snow from a cornfield.,contradiction,188128
white bench looking out onto the ocean with dog.,Nobody is looking out.,contradiction,10630
A tawny cat is playing with a basket while a black dog watches.,An elephant is running madly away from a mouse in the forest.,contradiction,324749
An attendant in a beige uniform and red middle-eastern hat pours liquid from a gold pitcher into a cup while woman sits reading a magazine by a window behind her and a man wearing a striped shirt carrying an electronic device approaches her.,A man in a striped shirt carries a cell phone.,neutral,433928
