premise,hypothesis,label,o_index
a woman is boiling eggs,eggs are being boiled by a woman,entailment,2290
a black and white dog is holding a baseball in its mouth,a black and white dog is dropping a baseball from its mouth,neutral,2291
two dogs are playing by a tree,there is no domestic dog leaping in the air,neutral,2292
two children are rolling in dirty water,two children are rolling in muddy water,entailment,2293
the people are not sitting on a bench in front of a eatery,three people are sitting on a bench under some thenar trees,neutral,2294
a domestic dog is jumping in the shadiness of some trees,a domestic dog is jumping on a trees in the sunglasses,neutral,2295
a adult male with a jersey is dunking the ball at a basketball game game,a adult male who is playing dunks the basketball game into the net and a crowd is in background,neutral,2296
a domestic dog which is furry and black is in a back pace and is carrying a handbasket in its mouth,a domestic dog next to a tree which is probably a pine tree is dropping a pail,neutral,2297
a bald mortal is playing a guitar,a mortal has blonde and flyaway hair and is playing a guitar,neutral,2298
a male child is standing in the cold water,a male child is standing in the water,entailment,2299
the young male child in the blue shirt is not jumping into the water,the young male child in the blue shirt is jumping into the water,contradiction,2300
people are sitting at square tables in a red room,people are sitting at tables in a red room,entailment,2301
a adult female is cutting meat,there is no adult female cutting an onion,entailment,2302
a young occidental girl is standing above the crowd and is playing with a aeonium haworthii,a girl in blue jumper is holding a multi-color plaything and is sitting on the shoulders of a adult male with grey hair,neutral,2303
a cold bicyclist is celebrating,a cyclist is holding a motorcycle over his head in a group of people,neutral,2304
a brown domestic dog is running through tall green grass,a golden domestic dog is running through a field of tall grass,neutral,2305
a dog is chasing a ball,the dog is not catching a blue ball,neutral,2306
the women are not dancing outside,the women are dancing outside,contradiction,2307
a adult male is reading an e-mail,a mortal is peeling a banana tree,neutral,2308
a mortal is wearing a hat and is sitting on the grass,a mortal is sitting in a field and is wearing a hat,neutral,2309
a large black dog is jumping in the air over a snowy area,a large white dog is jumping in the air over a snowy area,neutral,2310
a black domestic dog with a red neckband is putting its human face in the water,a black domestic dog is standing in shallow water,neutral,2311
a adult male is talking,a adult male is dancing,neutral,2312
a brown and white domestic dog is passing under a red yellow and white hurdle,a large brown domestic dog is jumping over a red hurdle,neutral,2313
a group of children in a church basement is playing maracas and tambourines,a group of children is playing tambourines,entailment,2314
a man is flooring a sitting guitar player,a man is sitting on the floor in a room and strumming a guitar,neutral,2315
a herd of cervid is crossing the street,one herd of cervid is crossing the street,entailment,2316
a black and orange bird is standing on the lawn,a black bird with a yellow beak is standing in the green grass,neutral,2317
the snowboarder is jumping off the snowfall,a snowboarder is jumping off the snowfall,entailment,2318
a adult male is freeing a fish,a adult male is catching a fish,neutral,2319
a brown and white domestic dog is playing on the grass,a brown and white domestic dog is playing on the lawn,entailment,2320
a adult male is shooting a arm,a adult female is riding a horse,neutral,2321
the orange delivery boat is not rushing across the water,the orange delivery boat is rushing across the water,contradiction,2322
a panthera leo is slowly walking,a panthera leo is slowly moving around,entailment,2323
a young male child is singing and playing a guitar,a child is playing the guitar,entailment,2324
a girl from asia in front of a brick window doesnt look surprised,a girl is wearing a tshirt and has her mouth open,neutral,2325
the pianoforte is being played by someone,nobody is feeding an fauna,neutral,2326
three children are running down hill,three children are running up a grassy hillside,neutral,2327
a mortal is making a bed,a mortal is eating at a table,neutral,2328
association football players are kicking a association football ball into the end,there are no association football players kicking a association football ball into the end,contradiction,2329
a child wearing a striped shirt is running shoeless on the sandy hill,a male child is running through the sand,entailment,2330
the domestic dog is biting some droplets of water,the domestic dog is snapping at some droplets of water,entailment,2331
a baby is laughing,a baby is crying,neutral,2332
a adult male is talking to a adult female,a adult female is breaking eggs,neutral,2333
a mortal is brushing a true cat,a mortal is combing the pelt of a true cat,entailment,2334
